"","StationCode","SampleID","SampleDate","H_ASCI","D_ASCI","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"1","312PS0099","312PS0099_2010-06-14 00:00:00_2",2010-06-14,0.782201944593987,0.728722061621888,0,-0.00095,-0.00085,0,NA,NA,NA,-0.006,0,0.02905,0,0,0,0.0016,-0.0062,0
"2","402BA0079","402BA0079_2008-05-28 00:00:00_1",2008-05-28,0.793628112070901,0.775198809224714,-0.5,-0.08245,-0.1514,-67,NA,NA,NA,9.1296,-8,14.5207,0,0,0,-0.0316,-0.08785,-6
"3","402BA0095","402BA0095_2008-05-29 00:00:00_1",2008-05-29,1.01646346415699,0.891027706280505,0,0,0,0,0,3e-04,0,-0.0032,0,-0.0017,-0.0046,0,-1,0,0.0012,0
"4","402BA0143","402BA0143_2008-05-21 00:00:00_1",2008-05-21,1.01065252717768,0.983947721064575,-159,-0.14105,-0.0489,-4,0,-207.7937,-42,38.6539,0,37.1923,0,0,0,-0.0925,-0.378,0
"5","402BA0287","402BA0287_2008-06-09 00:00:00_1",2008-06-09,1.28058213498969,1.15465365126101,0,-0.002,-0.0032,0,NA,NA,NA,-0.001,0,-0.00605,0,0,0,0.00655,0.00655,0
"6","402BA0335","402BA0335_2008-05-27 00:00:00_2",2008-05-27,0.723236229642546,0.664352916383173,-0.5,0.6024,0.63895,-4,-5,88.5127,0,15.7535,-4,26.2332,5e-04,0,0,0.0485,0.1528,-3
"7","403BA0015","403BA0015_2008-05-19 00:00:00_1",2008-05-19,1.16242699332883,1.03150651337298,0,0,0,0,NA,NA,NA,-0.00025,0,-0.0019,0,0,0,5e-05,0,0
"8","403BA0027","403BA0027_06/18/14_1",2014-06-18,0.945257169,1.02367677,0,-1e-04,-1e-04,0,NA,NA,NA,-0.0277,0,-0.0322,0,0,0,0.0052,0.0043,0
"9","403BA0136","403BA0136_06/17/14_1",2014-06-17,0.847510867,0.878007702,-0.5,-0.0061,-0.00435,0,NA,NA,NA,0.0077,0.5,-0.00435,-0.0035,0,0,-0.0059,-0.0014,0
"10","403BA0171","403BA0171_2008-05-19 00:00:00_1",2008-05-19,1.00163332094663,0.971393078867603,0,-0.0071,-0.0189,0,2,0.1167,0,0.145,0,-0.146,0,0,0,0.0182,-0.018,0
"11","403BA0960","403BA0960_2008-05-21 00:00:00_1",2008-05-21,1.00895479122498,0.926055105271116,1,0,0.898,0,NA,NA,NA,0,-72,0,0,0,-9,-0.7,-0.2298,26
"12","403CE0188","403CE0188_2016-05-26 00:00:00_1",2016-05-26,0.785250713449318,0.820410113365769,-3,0.07775,0.20175,-5,1,1.895,-3.5,1.526,-2,2.8005,2e-04,0,0,0.00265,0.0179,-1
"13","403S00640","403S00640_2009-06-11 00:00:00_2",2009-06-11,0.943640248706109,0.938774774352602,-2,-0.0089,0.0022,-0.5,-1,1.8923,-8,-0.00545,-0.5,-0.0655,0,0,0.5,-0.0092,0.07115,-1
"14","403S00831","403S00831_2010-06-10 00:00:00_1",2010-06-10,0.766520095382181,0.839555453087093,0,2e-04,-0.00035,0,NA,NA,NA,-0.00265,0,-0.0029,0,0,0,0.00025,-0.00015,0
"15","403S00875","403S00875_2010-06-24 00:00:00_1",2010-06-24,1.08305205470244,1.00593042513688,0,0,0,0,NA,NA,NA,1e-04,0,0,0,0,0,0,0,0
"16","403S01195","403S01195_2009-06-10 00:00:00_1",2009-06-10,0.916560756943602,0.820142741277559,0,-0.0143,-0.0228,0,-5,4.0565,0,0.6627,0,1.15605,0,0,0,-0.0053,-0.0232,0
"17","403S01536","403S01536_2011-07-12 00:00:00_2",2011-07-12,0.824554781518597,0.855361386527179,-6,0.01,0.01,-2,NA,NA,NA,0,27,0,-0.0298,-29,-29,-1.09,1.5,0
"18","403S01707","403S01707_2010-06-07 00:00:00_1",2010-06-07,1.05208143075099,0.897657625651159,-1,0.0013,-0.0162,0,NA,NA,NA,0.19775,0,0.04865,0,0,0,0.02995,-0.01205,0
"19","403S01728","403S01728_2011-07-13 00:00:00_1",2011-07-13,0.916725734540218,0.74873934609012,-7,0.01,0.01,-42,NA,NA,NA,0.4165,-43,1.0625,0.0458,0,39,0,0.2,-4
"20","403S01883","403S01883_2010-06-21 00:00:00_1",2010-06-21,0.869519254745484,0.919132104554503,0,1e-04,0.0076,-14,NA,NA,NA,0.0016,0,-0.00455,0,0,-32,0.0012,-0.0089,0
"21","403S02363","403S02363_2011-06-16 00:00:00_1",2011-06-16,0.727686267553356,0.820985223940028,0,-0.0086,-0.0646,0,0,5.651,0,1.22985,0,1.0653,0,0,0,-0.0406,-0.0073,0
"22","403S03643","403S03643_2010-06-24 00:00:00_2",2010-06-24,0.908992159354889,0.899092327396029,0,-0.01075,-0.0218,0,0,5.68165,0,1.2016,0,1.06155,0,0,0,-0.0069,-0.0125,0
"23","403S05291","403S05291_2010-06-07 00:00:00_1",2010-06-07,1.22585288955412,1.09531592078286,0,-0.045,-0.0211,0,-5,3.679,0,0.5949,0,1.129,0,0,0,-0.0047,-0.0313,0
"24","403S06139","403S06139_2012-06-27 00:00:00_1",2012-06-27,0.908940485156752,0.817239306464166,0,-0.0146,-0.025,0,0,4.2219,0,0.7515,0,1.1594,0,0,0,-0.0057,-0.0104,0
"25","403S06315","403S06315_2012-06-27 00:00:00_1",2012-06-27,1.1073808229958,1.040227451633,-1,0.00655,-0.0046,0,NA,NA,NA,0.0196,0,-0.00265,0,0,0,0.0204,-0.0073,0
"26","403S07024","403S07024_2012-06-13 00:00:00_1",2012-06-13,0.850381360792706,0.826920138153301,-1,0.17945,0.0674,-1,0.5,7.47335,-4.5,1.0021,-1,-0.7999,0,0,0,0,-0.36845,0
"27","403S07227","403S07227_2012-06-27 00:00:00_1",2012-06-27,1.12662873098227,1.07486551106897,0,-0.0126,-0.0226,0,0,5.0955,0,1.0313,0,0.94815,0,0,0,-0.0049,-0.0097,0
"28","403S16332","403S16332_2013-06-26 00:00:00_1",2013-06-26,1.00488729390409,0.898976865764096,-1,0.29055,0.2066,0,0,12.6917,-61,2.32875,0,-0.4008,0,0,0,0.0055,-0.67385,0
"29","403WE0501","403WE0501_2013-05-14 00:00:00_1",2013-05-14,1.06154286504498,1.03551556188517,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
"30","403WE0534","403WE0534_2016-05-23 00:00:00_1",2016-05-23,0.957526354169247,0.839303494756114,0,0.14395,0.0319,-1,1,12.7679,0,1.0244,-1,-0.7786,0,0,0,0,-0.3528,-1
"31","403WE0540","403WE0540_05/16/13_1",2013-05-16,1.037713016,1.000542274,3.5,-0.0015,0.00015,0,NA,NA,NA,-0.00175,0,-0.00115,0,0,0,0,-9e-04,0
"32","403WE0682","403WE0682_2016-05-25 00:00:00_1",2016-05-25,0.88543631927827,0.863081073126214,-6,0.01,0.01,-2,NA,NA,NA,0,27,0,-0.0298,-29,-29,-1.09,1.5,0
"33","403WE0683","403WE0683_2013-05-15 00:00:00_1",2013-05-15,1.30397816383168,1.17577393315923,0,-3e-04,-6e-04,0,NA,NA,NA,-0.00305,0,0.00625,0,0,0,5e-05,-7e-04,0
"34","403WE1027","403WE1027_05/30/13_1",2013-05-30,0.61437148,0.732838533,-6,0.01,0.01,-2,0,0.2175,0,0,-2,0,-0.0298,0,0,0.01,1.5,-8
"35","404BA0084","404BA0084_2008-06-04 00:00:00_1",2008-06-04,0.852402622633158,0.869005432463885,-63,0,0.3648,-53,NA,NA,NA,0.0033,-23,0.2035,-0.3969,-30,-5,-0.23,0.4172,-33
"36","404BA0376","404BA0376_2008-06-05 00:00:00_1",2008-06-05,0.695297401761902,0.768127991844377,-9,0,-0.34,-53,NA,NA,NA,0.1278,-58,0.2305,-0.7978,-9,27,-0.23,-0.7,-5
"37","404BA0526","404BA0526_2008-06-04 00:00:00_1",2008-06-04,1.03465698545647,0.976779806951862,-29,0,0.0917,-53,NA,NA,NA,0.0158,-59,0.2107,-0.7555,0,-25,-0.23,-0.7,-33
"38","404BA0616","404BA0616_2008-06-03 00:00:00_1",2008-06-03,0.632469494889102,0.659187701660805,-6,0.01,0.01,-2,NA,NA,NA,0,27,0,-0.0298,-29,-29,-1.09,1.5,-1
"39","404BA0852","404BA0852_06/03/08_1",2008-06-03,0.685567256,0.68218454,-90,0,0.3513,-53,NA,NA,NA,0.0921,-3,0.231,-0.6233,-2,-7,-0.2284,-1.6605,-33
"40","404BA0964","404BA0964_2008-06-04 00:00:00_1",2008-06-04,1.05775988521436,0.938361142833945,-1,0,0.3531,-53,NA,NA,NA,0.0465,-56,0.2157,-0.7014,-2,-5,0.184,-0.7,-5
"41","404BA1144","404BA1144_06/10/08_1",2008-06-10,1.128912965,1.112705053,-7,0,0.0941,-53,NA,NA,NA,0.0791,-57,0.4087,-0.77,-2,-4,-0.23,-0.7,-31
"42","404S00808","404S00808_2010-06-22 00:00:00_1",2010-06-22,0.745728322314427,0.639531929926843,-36,0,-0.387,-3.5,NA,NA,NA,25.66835,-82,16.6068,-0.215,22,29,0.32,0.2,-63
"43","404S01128","404S01128_2010-06-23 00:00:00_1",2010-06-23,0.605758940929945,0.561504676329752,-95,0,0.2986,-52,NA,NA,NA,12.3471,-80,2.2892,-0.6276,-2,33,0.18,0.2,-54
"44","404S02920","404S02920_2009-05-12 00:00:00_1",2009-05-12,0.662618438421021,0.491348580454833,-28,0,-0.32,-3,NA,NA,NA,0.9987,-16,-1.921,-0.46975,25.5,39,-0.1532,-0.6908,-21
"45","404S03048","404S03048_2009-05-13 00:00:00_1",2009-05-13,0.660622463451489,0.550886166234017,-27,0,0.0549,-1,NA,NA,NA,0.3188,-57,0.2047,-0.6394,-1,-7,-0.23,0.2,-31
"46","404S06456","404S06456_2009-05-14 00:00:00_1",2009-05-14,0.870527550493772,0.751929698847741,-16,0,0.1212,-53,NA,NA,NA,1.5087,-74,0.3828,-0.3474,-2,32,0.4337,-0.7,-34
"47","404S08040","404S08040_2009-05-12 00:00:00_1",2009-05-12,0.764632479102734,0.667387077744494,-19,0,-0.34,-0.5,NA,NA,NA,13.90165,-21.5,2.43995,-0.2345,22,27,0.18,-0.2051,-17.5
"48","404S08616","404S08616_2009-05-13 00:00:00_2",2009-05-13,0.736367631533659,0.576548598865372,-55,0.06,-0.51,-44,NA,NA,NA,16.5392,-53.5,13.4418,-0.016,6.5,3,0,0.78455,9.5
"49","404S08846","404S08846_2010-06-22 00:00:00_1",2010-06-22,1.04885453872923,0.833902976516057,-22,0,0.1325,-8,NA,NA,NA,1.6431,-60,-3.941,-0.2762,-2,31,-0.1484,-0.1366,-38
"50","404S11880","404S11880_2011-06-07 00:00:00_2",2011-06-07,0.522644597014353,0.524634525623932,-32,0,0.3327,-14,NA,NA,NA,9.4841,-60,5.12,-0.0276,-2,39,0.2686,-0.7,-14
"51","404S13416","404S13416_2011-06-08 00:00:00_1",2011-06-08,0.57947772761821,0.584680731642637,-99,0,0.37,-72,NA,NA,NA,14.0055,-26,2.4229,-0.5902,9,23,-0.2291,-0.0799,-6
"52","404S14952","404S14952_2011-06-15 00:00:00_1",2011-06-15,0.692826723301971,0.64687034983138,-6,0,0.1876,-66,NA,NA,NA,4.6259,-21,0.2674,-0.4061,-8,1,0.18,-0.682,-12
"53","404S16516","404S16516_2009-05-18 00:00:00_1",2009-05-18,0.656396979972183,0.581758295479628,-15,0.0536,0.46135,-33,7,15.2758,-19.5,33.4522,-31,18.354,0,32,57,0.0079,4.0921,-26
"54","404S17266","404S17266_2009-05-19 00:00:00_1",2009-05-19,0.616869437829592,0.623817273038217,-90,0,0.289,-43,NA,NA,NA,11.8982,-21,1.514,-0.6295,-2,33,0.18,0.2,-46
"55","404S17664","404S17664_2009-05-20 00:00:00_1",2009-05-20,0.781748354305853,0.616939523616443,-74,0,0.1383,-64,NA,NA,NA,3.3964,-74,0.5821,-0.5675,-2,1,0.18,-0.6851,-13
"56","404S22464","404S22464_2009-05-19 00:00:00_1",2009-05-19,0.556132046444283,0.517706873299916,-13,0,0.2212,-71,NA,NA,NA,10.2463,-9,0.5144,-0.4502,-1,31,-0.1544,-0.6812,-54
"57","404S25668","404S25668_2010-06-23 00:00:00_2",2010-06-23,0.606078689478817,0.515176531485151,-92,0,0.2538,-71,NA,NA,NA,10.1587,-18,0.6388,-0.4588,-1,33,-0.1931,-0.6884,-10
"58","404S26868","404S26868_2012-06-26 00:00:00_1",2012-06-26,0.554960244866959,0.551683212491735,-11,0,0.3137,-67,NA,NA,NA,9.68,-76,1.4685,-0.59155,0,26,0.09,-0.6455,-15
"59","404S28068","404S28068_2012-06-20 00:00:00_1",2012-06-20,0.479034696081759,0.451865889351208,-9,0,0.2218,-61,NA,NA,NA,4.1204,-19,0.2699,-0.3978,-8,2,0.18,-0.6814,-13
"60","404S28270","404S28270_2012-06-18 00:00:00_1",2012-06-18,0.591803551566634,0.591613190991571,-27,0.0163,0.1186,-4,7,14.05265,-19,27.6262,-34.5,2.9561,0,35.5,71.5,0,0.23095,-17
"61","404S32468","404S32468_2012-06-26 00:00:00_1",2012-06-26,0.982265988871512,0.855884291944033,-99,0,0.0866,-72,NA,NA,NA,64.7612,-22,36.2637,-0.4204,21,46,-0.2243,-0.6578,-29
"62","404S34120","404S34120_2012-06-21 00:00:00_1",2012-06-21,0.804639577621191,0.790823080351404,5,0.003,0.0146,-7.5,NA,NA,NA,5.1779,-56,2.29055,0,39.5,61.5,0,0.28485,-13
"63","404S35270","404S35270_2012-06-20 00:00:00_1",2012-06-20,0.649347637872089,0.538811532583473,-12,0,0.2076,0,NA,NA,NA,8.4188,-77,0.5187,-0.3368,-1,31,-0.1538,-0.695,-15
"64","404S45622","404S45622_2013-06-03 00:00:00_2",2013-06-03,0.822561031776008,0.753119481997775,-20,0,0.1328,-53,NA,NA,NA,1.5595,-56,0.3639,-0.3426,-1,32,0.0899,0.02,-33
"65","405CE0280","405CE0280_07/06/15_1",2015-07-06,1.239308536,1.215676055,0,-0.00085,-9e-04,0,NA,NA,NA,0,0,0,0,0,0,0,2e-04,0
"66","405PS0030","405PS0030_07/08/15_1",2015-07-08,0.83116607,0.764194253,0,-0.02265,-0.0299,0,NA,NA,NA,0.2174,0,-0.2356,0,0,0,0.00415,-0.0973,0
"67","408BA0660","408BA0660_06/04/14_1",2014-06-04,0.882408095,NA,198,-0.2993,-0.42745,-159,NA,NA,NA,207.8451,-79.5,139.8043,-1e-04,102,-40,1.06995,7.1813,20
"68","408BA0836","408BA0836_2014-06-04 00:00:00_1",2014-06-04,0.756841463090244,0.668732307483513,166.5,-0.2999,-0.2172,-117,NA,NA,NA,239.198,-52.5,106.3469,0,152,-55.5,-0.32555,1.17125,25
"69","408BA0916","408BA0916_2008-05-08 00:00:00_1",2008-05-08,0.629078095619434,0.657796787923134,162,-0.28105,-0.23045,-129,NA,NA,NA,155.4699,-57.5,170.49265,0,152,-52.5,-0.3381,1.9186,-21
"70","408PS0032","408PS0032_2008-05-21 00:00:00_1",2008-05-21,0.60627759086552,0.455653387608114,192.5,-0.66795,-0.4006,-142.5,NA,NA,NA,403.57615,-80,312.4384,-1e-04,143,-42.5,9.48845,13.96045,24.5
"71","412WE0552","412WE0552_08/26/15_1",2015-08-26,0.767868747,0.76655292,-9,0,0.01,-2,-6,0.331,0,0.0642,-43,0.6667,0.0097,0,-9,0,0.2,-4
"72","481S05856","481S05856_2013-06-13 00:00:00_1",2013-06-13,1.01303375207327,0.913707247059687,NA,NA,NA,0,NA,NA,NA,0.3413,0,-0.0853,0,0,1,0.7644,-0.0611,-1
"73","722PS0535","722PS0535_05/26/09_1",2009-05-26,0.824247119,0.698817116,0,0,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0
"74","722PS0611","722PS0611_2010-06-08 00:00:00_1",2010-06-08,0.887535671750208,0.571264442189919,NA,NA,NA,0,NA,NA,NA,1.3953,0,-0.0141,0,0,0,0.1656,-0.76385,0
"75","801LYC271","801LYC271_2014-06-10 00:00:00_1",2014-06-10,1.16473753256066,1.20605460859972,0,-0.00495,-0.0209,0,NA,NA,NA,1.0455,0,-0.1246,-2e-04,0,-4,2e-04,0.0037,-18
"76","801MIC042","801MIC042_2014-06-09 00:00:00_1",2014-06-09,0.885091372183764,0.88992346222091,175,-0.7528,-0.63245,-95.5,NA,NA,NA,175.2174,-99.5,85.237,-1e-04,116,-15,-1.1986,-1.2777,-118
"77","801RB8361","801RB8361_2014-06-12 00:00:00_1",2014-06-12,0.428858725258118,0.375837288854003,NA,NA,NA,88,NA,NA,NA,-238.4059,NA,NA,NA,NA,NA,NA,NA,-16
"78","801S08727","801S08727_2013-06-05 00:00:00_2",2013-06-05,1.0720096934784,1.12699394579,2,0.1,0.1,12,NA,NA,NA,0,12,0,-0.02,0,-2,0,0,2
"79","801SJR159","801SJR159_06/03/14_1",2014-06-03,0.679182143,0.664625883,-31,0.0025,0,-4,NA,NA,NA,1.2602,-7,2.4766,0,0,-24,0.3938,-0.0495,-10
"80","801WE0674","801WE0674_2013-05-14 00:00:00_1",2013-05-14,0.846402500973074,0.93193852426007,-1,0,0,-7,NA,NA,NA,0,-4,0,0,0,0,0,0,0
"81","801WE1008","801WE1008_05/14/13_1",2013-05-14,1.054818609,1.031477403,2,0.1,0.1,12,NA,NA,NA,0,12,0,-0.02,0,-2,0,0,2
"82","801WE1132","801WE1132_2009-08-19 00:00:00_1",2009-08-19,0.951896372851606,0.961148737591297,5,0,0,-47,NA,NA,NA,0.0011,-47,0.0016,-2e-04,0,0,0,0,0
"83","802SJR116","802SJR116_2014-06-12 00:00:00_1",2014-06-12,0.469038762120009,0.387312712496609,158,1.7372,4.0951,-38,NA,NA,NA,720.7063,-38,450.2389,0,92,5,-0.2299,-5.445,-5
"84","802WE0658","802WE0658_2015-04-21 00:00:00_1",2015-04-21,1.02548124476275,0.991958640671447,-2,-0.0016,-0.0034,0,2,0.5033,0,0.01345,-1,-0.0031,0,0,-1,-0.00525,-0.01605,-2
"85","901DCCSMC","901DCCSMC_2011-05-16 00:00:00_1",2011-05-16,1.15635130649607,1.18418448040143,0,-0.0066,0.0157,0,NA,NA,NA,-0.6394,0,0.313,0,-1,-1,0.1252,-0.0424,0
"86","901S00313","901S00313_2009-04-30 00:00:00_1",2009-04-30,1.24237741057782,1.12125957207288,-7,0.01,0.01,-2,0,0.2256,0,0,26,0,-0.0298,-29,-29,-1.09,-1.3,-8
"87","901S00997","901S00997_2009-05-14 00:00:00_1",2009-05-14,0.884850933681357,0.942419042366083,-47,0.003,0.0982,-34,NA,NA,NA,18.8374,-61,2.7847,0,73,105,0,-0.0181,-35
"88","901S01705","901S01705_2009-05-14 00:00:00_1",2009-05-14,1.16250026150354,1.14511763302888,0,-1e-04,-2e-04,0,NA,NA,NA,-2e-04,0,-0.0014,0,0,0,0,-0.0012,0
"89","901S01811","901S01811_2009-05-07 00:00:00_1",2009-05-07,0.637930572377092,0.600785073997136,-28,0.0132,0.2217,-38,2,9.9151,-47,113.0292,-32,31.5052,0,34,63,0,0.5161,-20
"90","901S01849","901S01849_06/01/10_1",2010-06-01,1.174047017,1.154585386,-6,0.01,0.01,-2,NA,NA,NA,0,27,0,-0.0298,-29,-29,-1.09,1.5,0
"91","901S04409","901S04409_2011-05-19 00:00:00_1",2011-05-19,1.10952878236175,0.877203438033529,-15,0.01,0.0201,-2,0,0.20175,-0.5,0,27,0,-0.0298,-29,-28,-1.09,-1.3,-8
"92","901S06851","901S06851_2011-05-19 00:00:00_1",2011-05-19,0.725500366071003,0.886353479465491,-69,0.0121,-0.0612,11.5,NA,NA,NA,78.5726,-33,16.0675,0,39.5,98.5,0,-0.7407,-25.5
"93","901S06969","901S06969_2012-05-31 00:00:00_1",2012-05-31,0.732357282689964,0.813013986116424,-6,0.01,0.01,-2,NA,NA,NA,0,27,0,-0.0298,-29,-29,-1.09,1.5,-1
"94","902S01097","902S01097_2009-05-11 00:00:00_1",2009-05-11,0.859185451271538,0.863806854072108,-3,0.0042,-0.00175,-0.5,NA,NA,NA,3.5022,-21,3.9302,0,0,-2,-0.0099,-0.0106,-15
"95","903M20213","903M20213_2017-06-12 00:00:00_1",2017-06-12,0.507153906019381,0.529086850038999,NA,NA,NA,-106.5,NA,NA,NA,NA,NA,8.6865,NA,152,NA,NA,NA,NA
"96","903M20235","903M20235_2018-06-12 00:00:00_1",2018-06-12,0.500123860493509,0.519050237696287,0,0.0031,0.42535,0,NA,NA,NA,-0.1056,-1,0.883,0,0,0.5,-0.10355,-0.0203,-0.5
